-0.979139505;-0.653194263
-0.984354628;-0.979139505
-1;-0.984354628
-0.962190352;-1
-0.915254237;-0.962190352
-0.910039113;-0.915254237
-0.516297262;-0.910039113
-0.558018253;-0.516297262
-0.839634941;-0.558018253
-0.846153846;-0.839634941
-0.162972621;-0.846153846
-0.380704042;-0.162972621
-0.942633638;-0.380704042
-0.898305085;-0.942633638
-0.923076923;-0.898305085
-0.883963494;-0.923076923
-0.876140808;-0.883963494
-0.890482399;-0.876140808
-0.398956975;-0.890482399
-0.503259452;-0.398956975
-0.81095176;-0.503259452
-0.779661017;-0.81095176
-0.020860495;-0.779661017
-0.307692308;-0.020860495
-0.853976532;-0.307692308
-0.855280313;-0.853976532
-0.887874837;-0.855280313
-0.791395046;-0.887874837
-0.736636245;-0.791395046
-0.79791395;-0.736636245
-0.17601043;-0.79791395
-0.349413299;-0.17601043
-0.727509778;-0.349413299
-0.676662321;-0.727509778
0.155149935;-0.676662321
0.023468057;0.155149935
-0.744458931;0.023468057
-0.775749674;-0.744458931
-0.784876141;-0.775749674
-0.658409387;-0.784876141
-0.629726206;-0.658409387
-0.66232073;-0.629726206
-0.056062581;-0.66232073
-0.245110821;-0.056062581
-0.709256845;-0.245110821
-0.573663625;-0.709256845
0.230769231;-0.573663625
0.109517601;0.230769231
-0.694915254;0.109517601
-0.714471969;-0.694915254
-0.704041721;-0.714471969
-0.568448501;-0.704041721
-0.589308996;-0.568448501
-0.657105606;-0.589308996
0.091264668;-0.657105606
-0.32464146;0.091264668
-0.511082138;-0.32464146
-0.49934811;-0.511082138
0.402868318;-0.49934811
0.349413299;0.402868318
-0.60756193;0.349413299
-0.623207301;-0.60756193
-0.632333768;-0.623207301
-0.518904824;-0.632333768
